"Step","run - val_accuracy","run - val_accuracy__MIN","run - val_accuracy__MAX"
"505","0","0","0"
"507","0","0","0"
"509","0","0","0"
"511","0","0","0"
"513","0","0","0"
"515","0","0","0"
"517","0","0","0"
"519","0","0","0"
"521","0","0","0"
"523","0","0","0"
"525","0","0","0"
"527","0","0","0"
"529","0.1","0.1","0.1"
"531","0.1","0.1","0.1"
"533","0.1","0.1","0.1"
"535","0.1","0.1","0.1"
"537","0","0","0"
"539","0","0","0"
"541","0.1","0.1","0.1"
"543","0","0","0"
"545","0","0","0"
"547","0","0","0"
"549","0","0","0"
"551","0","0","0"
"553","0","0","0"
"555","0","0","0"
"557","0","0","0"
"559","0","0","0"
"561","0","0","0"
"563","0","0","0"
"565","0","0","0"
"567","0","0","0"
"569","0","0","0"
"571","0","0","0"
"573","0.1","0.1","0.1"
"575","0","0","0"
"577","0","0","0"
"579","0","0","0"
"581","0","0","0"
"583","0","0","0"
"585","0","0","0"
"587","0","0","0"
"589","0","0","0"
"591","0","0","0"
"593","0","0","0"
"595","0","0","0"
"597","0","0","0"
"599","0","0","0"
"601","0","0","0"
"603","0","0","0"
"605","0","0","0"
"607","0","0","0"
"609","0","0","0"
"611","0","0","0"
"613","0","0","0"
"615","0","0","0"
"617","0","0","0"
"619","0","0","0"
"621","0","0","0"
"623","0","0","0"
"625","0","0","0"
"627","0","0","0"
"629","0","0","0"
"631","0","0","0"
"633","0","0","0"
"635","0","0","0"
"637","0","0","0"
"639","0","0","0"
"641","0","0","0"
"643","0","0","0"
"645","0","0","0"
"647","0","0","0"
"649","0","0","0"
"651","0","0","0"
"653","0","0","0"
"655","0","0","0"
"657","0","0","0"
"659","0","0","0"
"661","0","0","0"
"663","0","0","0"
"665","0","0","0"
"667","0","0","0"
"669","0","0","0"
"671","0","0","0"
"673","0","0","0"
"675","0","0","0"
"677","0","0","0"
"679","0","0","0"
"681","0","0","0"
"683","0","0","0"
"685","0","0","0"
"687","0","0","0"
"689","0","0","0"
"691","0","0","0"
"693","0","0","0"
"695","0","0","0"
"697","0","0","0"
"699","0","0","0"
"701","0","0","0"
"703","0","0","0"
"705","0","0","0"
"707","0","0","0"
"709","0","0","0"
"711","0","0","0"
"713","0","0","0"
"715","0","0","0"
"717","0","0","0"
"719","0","0","0"
"721","0","0","0"
"723","0","0","0"
"725","0","0","0"
"727","0","0","0"
"729","0","0","0"
"731","0","0","0"
"733","0","0","0"
"735","0","0","0"
"737","0","0","0"
"739","0","0","0"
"741","0","0","0"
"743","0","0","0"
"745","0","0","0"
"747","0","0","0"
"749","0","0","0"
"751","0","0","0"
"753","0","0","0"
"755","0","0","0"
"757","0","0","0"
"759","0","0","0"
"761","0","0","0"
"763","0","0","0"
"765","0","0","0"
"767","0","0","0"
"769","0","0","0"
"771","0","0","0"
"773","0","0","0"
"775","0","0","0"
"777","0","0","0"
"779","0","0","0"
"781","0","0","0"
"783","0","0","0"
"785","0","0","0"
"787","0","0","0"
"789","0","0","0"
"791","0","0","0"
"793","0","0","0"
"795","0","0","0"
"797","0","0","0"
"799","0","0","0"
"801","0","0","0"
"803","0","0","0"
"805","0","0","0"
"807","0","0","0"
"809","0","0","0"
"811","0","0","0"
"813","0","0","0"
"815","0","0","0"
"817","0","0","0"
"819","0","0","0"
"821","0","0","0"
"823","0","0","0"
"825","0","0","0"
"827","0","0","0"
"829","0","0","0"
"831","0","0","0"
"833","0","0","0"
"835","0","0","0"
"837","0","0","0"
"839","0","0","0"
"841","0","0","0"
"843","0","0","0"
"845","0","0","0"
"847","0","0","0"
"849","0","0","0"
"851","0","0","0"
"853","0","0","0"
"855","0","0","0"
"857","0","0","0"
"859","0","0","0"
"861","0","0","0"
"863","0","0","0"
"865","0","0","0"
"867","0","0","0"
"869","0","0","0"
"871","0","0","0"
"873","0","0","0"
"875","0","0","0"
"877","0","0","0"
"879","0","0","0"
"881","0","0","0"
"883","0","0","0"
"885","0","0","0"
"887","0","0","0"
"889","0","0","0"
"891","0","0","0"
"893","0","0","0"
"895","0","0","0"
"897","0","0","0"
"899","0","0","0"
"901","0","0","0"
"903","0","0","0"
"905","0","0","0"
"907","0","0","0"
"909","0","0","0"
"911","0","0","0"
"913","0","0","0"
"915","0","0","0"
"917","0","0","0"
"919","0","0","0"
"921","0","0","0"
"923","0","0","0"
"925","0","0","0"
"927","0","0","0"
"929","0","0","0"
"931","0","0","0"
"933","0","0","0"
"935","0","0","0"
"937","0","0","0"
"939","0","0","0"
"941","0","0","0"
"943","0","0","0"
"945","0","0","0"
"947","0","0","0"
"949","0","0","0"
"951","0","0","0"
"953","0","0","0"
"955","0","0","0"
"957","0","0","0"
"959","0","0","0"
"961","0","0","0"
"963","0","0","0"
"965","0","0","0"
"967","0","0","0"
"969","0","0","0"
"971","0","0","0"
"973","0","0","0"
"975","0","0","0"
"977","0","0","0"
"979","0","0","0"
"981","0","0","0"
"983","0","0","0"
"985","0","0","0"
"987","0","0","0"
"989","0","0","0"
"991","0","0","0"
"993","0","0","0"
"995","0","0","0"
"997","0","0","0"
"999","0","0","0"
"1001","0","0","0"
"1003","0","0","0"
"1005","0","0","0"
"1007","0","0","0"
"1009","0","0","0"
"1011","0","0","0"
"1013","0","0","0"
"1015","0","0","0"
"1017","0","0","0"
"1019","0","0","0"
"1021","0","0","0"
"1023","0","0","0"
"1025","0","0","0"
"1027","0","0","0"
"1029","0","0","0"
"1031","0","0","0"
"1033","0","0","0"
"1035","0","0","0"
"1037","0","0","0"
"1039","0","0","0"
"1041","0","0","0"
"1043","0","0","0"
"1045","0","0","0"
"1047","0","0","0"
"1049","0","0","0"
"1051","0","0","0"
"1053","0","0","0"
"1055","0","0","0"
"1057","0","0","0"
"1059","0","0","0"
"1061","0","0","0"
"1063","0","0","0"
"1065","0","0","0"
"1067","0","0","0"
"1069","0","0","0"
"1071","0","0","0"
"1073","0","0","0"
"1075","0","0","0"
"1077","0","0","0"
"1079","0","0","0"
"1081","0","0","0"
"1083","0","0","0"
"1085","0","0","0"
"1087","0","0","0"
"1089","0","0","0"
"1091","0","0","0"
"1093","0","0","0"
"1095","0","0","0"
"1097","0","0","0"
"1099","0","0","0"
"1101","0","0","0"
"1103","0","0","0"
"1105","0","0","0"
"1107","0","0","0"
"1109","0","0","0"
"1111","0","0","0"
"1113","0","0","0"
"1115","0","0","0"
"1117","0","0","0"
"1119","0","0","0"
"1121","0","0","0"
"1123","0","0","0"
"1125","0","0","0"
"1127","0","0","0"
"1129","0","0","0"
"1131","0","0","0"
"1133","0","0","0"
"1135","0","0","0"
"1137","0","0","0"
"1139","0","0","0"
"1141","0","0","0"
"1143","0","0","0"
"1145","0","0","0"
"1147","0","0","0"
"1149","0","0","0"
"1151","0","0","0"
"1153","0","0","0"
"1155","0","0","0"
"1157","0","0","0"
"1159","0","0","0"
"1161","0","0","0"
"1163","0","0","0"
"1165","0","0","0"
"1167","0","0","0"
"1169","0","0","0"
"1171","0","0","0"
"1173","0","0","0"
"1175","0","0","0"
"1177","0","0","0"
"1179","0","0","0"
"1181","0","0","0"
"1183","0","0","0"
"1185","0","0","0"
"1187","0","0","0"
"1189","0","0","0"
"1191","0","0","0"
"1193","0","0","0"
"1195","0","0","0"
"1197","0","0","0"
"1199","0","0","0"
"1201","0","0","0"
"1203","0","0","0"
"1205","0","0","0"
"1207","0","0","0"
"1209","0","0","0"
"1211","0","0","0"
"1213","0","0","0"
"1215","0","0","0"
"1217","0","0","0"
"1219","0","0","0"
"1221","0","0","0"
"1223","0","0","0"
"1225","0","0","0"
"1227","0","0","0"
"1229","0","0","0"
"1231","0","0","0"
"1233","0","0","0"
"1235","0","0","0"
"1237","0","0","0"
"1239","0","0","0"
"1241","0","0","0"
"1243","0","0","0"
"1245","0","0","0"
"1247","0","0","0"
"1249","0","0","0"
"1251","0","0","0"
"1253","0","0","0"
"1255","0","0","0"
"1257","0","0","0"
"1259","0","0","0"
"1261","0","0","0"
"1263","0","0","0"
"1265","0","0","0"
"1267","0","0","0"
"1269","0","0","0"
"1271","0","0","0"
"1273","0","0","0"
"1275","0","0","0"
"1277","0.1","0.1","0.1"
"1279","0.1","0.1","0.1"
"1281","0.1","0.1","0.1"
"1283","0.1","0.1","0.1"
"1285","0.1","0.1","0.1"
"1287","0.1","0.1","0.1"
"1289","0.1","0.1","0.1"
"1291","0.1","0.1","0.1"
"1293","0.1","0.1","0.1"
"1295","0.1","0.1","0.1"
"1297","0.1","0.1","0.1"
"1299","0.1","0.1","0.1"
"1301","0.1","0.1","0.1"
"1303","0.1","0.1","0.1"
"1305","0.1","0.1","0.1"
"1307","0.1","0.1","0.1"
"1309","0.1","0.1","0.1"
"1311","0.1","0.1","0.1"
"1313","0.1","0.1","0.1"
"1315","0.2","0.2","0.2"
"1317","0.1","0.1","0.1"
"1319","0.2","0.2","0.2"
"1321","0.1","0.1","0.1"
"1323","0.1","0.1","0.1"
"1325","0.2","0.2","0.2"
"1327","0.2","0.2","0.2"
"1329","0.2","0.2","0.2"
"1331","0.2","0.2","0.2"
"1333","0.2","0.2","0.2"
"1335","0.2","0.2","0.2"
"1337","0.1","0.1","0.1"
"1339","0.1","0.1","0.1"
"1341","0.1","0.1","0.1"
"1343","0.1","0.1","0.1"
"1345","0.1","0.1","0.1"
"1347","0.1","0.1","0.1"
"1349","0.1","0.1","0.1"
"1351","0.1","0.1","0.1"
"1353","0.1","0.1","0.1"
"1355","0.1","0.1","0.1"
"1357","0.1","0.1","0.1"
"1359","0.1","0.1","0.1"
"1361","0.1","0.1","0.1"
"1363","0.1","0.1","0.1"
"1365","0.1","0.1","0.1"
"1367","0.1","0.1","0.1"
"1369","0.1","0.1","0.1"
"1371","0.1","0.1","0.1"
"1373","0.1","0.1","0.1"
"1375","0.2","0.2","0.2"
"1377","0.2","0.2","0.2"
"1379","0.2","0.2","0.2"
"1381","0.4","0.4","0.4"
"1383","0.4","0.4","0.4"
"1385","0.4","0.4","0.4"
"1387","0.3","0.3","0.3"
"1389","0.3","0.3","0.3"
"1391","0.4","0.4","0.4"
"1393","0.4","0.4","0.4"
"1395","0.5","0.5","0.5"
"1397","0.6","0.6","0.6"
"1399","0.6","0.6","0.6"
"1401","0.6","0.6","0.6"
"1403","0.7","0.7","0.7"
"1405","0.7","0.7","0.7"
"1407","1","1","1"
"1409","1","1","1"
"1411","1","1","1"
"1413","1.1","1.1","1.1"
"1415","1","1","1"
"1417","1.1","1.1","1.1"
"1419","1","1","1"
"1421","1","1","1"
"1423","1.3","1.3","1.3"
"1425","1.3","1.3","1.3"
"1427","1.4","1.4","1.4"
"1429","1.5","1.5","1.5"
"1431","1.5","1.5","1.5"
"1433","1.5","1.5","1.5"
"1435","1.6","1.6","1.6"
"1437","1.8","1.8","1.8"
"1439","1.7","1.7","1.7"
"1441","1.7","1.7","1.7"
"1443","1.7","1.7","1.7"
"1445","2.1","2.1","2.1"
"1447","2.2","2.2","2.2"
"1449","2.2","2.2","2.2"
"1451","2.6","2.6","2.6"
"1453","2.7","2.7","2.7"
"1455","2.9","2.9","2.9"
"1457","3.1","3.1","3.1"
"1459","3.3","3.3","3.3"
"1461","3.5","3.5","3.5"
"1463","3.5","3.5","3.5"
"1465","4.1","4.1","4.1"
"1467","4.4","4.4","4.4"
"1469","4.4","4.4","4.4"
"1471","4.5","4.5","4.5"
"1473","4.6","4.6","4.6"
"1475","5.1","5.1","5.1"
"1477","5.4","5.4","5.4"
"1479","5.9","5.9","5.9"
"1481","6.1","6.1","6.1"
"1483","6.3","6.3","6.3"
"1485","6.9","6.9","6.9"
"1487","7.4","7.4","7.4"
"1489","7.7","7.7","7.7"
"1491","7.9","7.9","7.9"
"1493","8.4","8.4","8.4"
"1495","8.9","8.9","8.9"
"1497","9","9","9"
"1499","9.3","9.3","9.3"
"1501","10","10","10"
"1503","9.9","9.9","9.9"
"1505","10.1","10.1","10.1"
"1507","10.5","10.5","10.5"
"1509","10.9","10.9","10.9"
"1511","11.7","11.7","11.7"
"1513","11.6","11.6","11.6"
"1515","11.8","11.8","11.8"
"1517","12.2","12.2","12.2"
"1519","12.5","12.5","12.5"
"1521","13.2","13.2","13.2"
"1523","13.4","13.4","13.4"
"1525","14.1","14.1","14.1"
"1527","14.1","14.1","14.1"
"1529","14.4","14.4","14.4"
"1531","14.6","14.6","14.6"
"1533","14.6","14.6","14.6"
"1535","15","15","15"
"1537","15.3","15.3","15.3"
"1539","15.8","15.8","15.8"
"1541","15.9","15.9","15.9"
"1543","16.1","16.1","16.1"
"1545","16.6","16.6","16.6"
"1547","16.7","16.7","16.7"
"1549","16.8","16.8","16.8"
"1551","17.4","17.4","17.4"
"1553","18.1","18.1","18.1"
"1555","18","18","18"
"1557","18.5","18.5","18.5"
"1559","18.9","18.9","18.9"
"1561","19","19","19"
"1563","19.5","19.5","19.5"
"1565","19.6","19.6","19.6"
"1567","19.9","19.9","19.9"
"1569","20.4","20.4","20.4"
"1571","20.2","20.2","20.2"
"1573","21.3","21.3","21.3"
"1575","21","21","21"
"1577","21.5","21.5","21.5"
"1579","22","22","22"
"1581","21.8","21.8","21.8"
"1583","22.1","22.1","22.1"
"1585","22.5","22.5","22.5"
"1587","22.8","22.8","22.8"
"1589","23","23","23"
"1591","23","23","23"
"1593","23.4","23.4","23.4"
"1595","23.5","23.5","23.5"
"1597","24.5","24.5","24.5"
"1599","24.7","24.7","24.7"
"1601","24.8","24.8","24.8"
"1603","24.2","24.2","24.2"
"1605","25.1","25.1","25.1"
"1607","25.7","25.7","25.7"
"1609","26","26","26"
"1611","26.1","26.1","26.1"
"1613","26","26","26"
"1615","26.3","26.3","26.3"
"1617","26.7","26.7","26.7"
"1619","26.5","26.5","26.5"
"1621","26.4","26.4","26.4"
"1623","26.7","26.7","26.7"
"1625","27.6","27.6","27.6"
"1627","28","28","28"
"1629","27.8","27.8","27.8"
"1631","28.7","28.7","28.7"
"1633","28.1","28.1","28.1"
"1635","28.1","28.1","28.1"
"1637","28.9","28.9","28.9"
"1639","29.4","29.4","29.4"
"1641","28.6","28.6","28.6"
"1643","28.8","28.8","28.8"
"1645","29.2","29.2","29.2"
"1647","29.8","29.8","29.8"
"1649","29.4","29.4","29.4"
"1651","29.8","29.8","29.8"
"1653","30","30","30"
"1655","30.8","30.8","30.8"
"1657","31.1","31.1","31.1"
"1659","31.3","31.3","31.3"
"1661","31.3","31.3","31.3"
"1663","31.7","31.7","31.7"
"1665","31.9","31.9","31.9"
"1667","32.3","32.3","32.3"
"1669","32.3","32.3","32.3"
"1671","32.5","32.5","32.5"
"1673","33.3","33.3","33.3"
"1675","33.5","33.5","33.5"
"1677","33.3","33.3","33.3"
"1679","34.1","34.1","34.1"
"1681","33.9","33.9","33.9"
"1683","34.1","34.1","34.1"
"1685","35.2","35.2","35.2"
"1687","35.2","35.2","35.2"
"1689","35.3","35.3","35.3"
"1691","35.8","35.8","35.8"
"1693","36.4","36.4","36.4"
"1695","36.2","36.2","36.2"
"1697","36.6","36.6","36.6"
"1699","36.5","36.5","36.5"
"1701","37.2","37.2","37.2"
"1703","37","37","37"
"1705","37.2","37.2","37.2"
"1707","37.5","37.5","37.5"
"1709","37.8","37.8","37.8"
"1711","38.2","38.2","38.2"
"1713","38.7","38.7","38.7"
"1715","37.8","37.8","37.8"
"1717","39.3","39.3","39.3"
"1719","39.2","39.2","39.2"
"1721","39.3","39.3","39.3"
"1723","39.9","39.9","39.9"
"1725","40.3","40.3","40.3"
"1727","40.3","40.3","40.3"
"1729","40.3","40.3","40.3"
"1731","40.8","40.8","40.8"
"1733","41","41","41"
"1735","41.6","41.6","41.6"
"1737","42.2","42.2","42.2"
"1739","43","43","43"
"1741","43.2","43.2","43.2"
"1743","42.3","42.3","42.3"
"1745","43.8","43.8","43.8"
"1747","41.7","41.7","41.7"
"1749","43.3","43.3","43.3"
"1751","43.9","43.9","43.9"
"1753","43.9","43.9","43.9"
"1755","44","44","44"
"1757","44.1","44.1","44.1"
"1759","45.1","45.1","45.1"
"1761","44.6","44.6","44.6"
"1763","44.9","44.9","44.9"
"1765","44.5","44.5","44.5"
"1767","45.5","45.5","45.5"
"1769","46.8","46.8","46.8"
"1771","47.3","47.3","47.3"
"1773","47.8","47.8","47.8"
"1775","48.5","48.5","48.5"
"1777","49.6","49.6","49.6"
"1779","48.7","48.7","48.7"
"1781","50.4","50.4","50.4"
"1783","50.4","50.4","50.4"
"1785","50.8","50.8","50.8"
"1787","50.2","50.2","50.2"
"1789","51.8","51.8","51.8"
"1791","50.9","50.9","50.9"
"1793","50.1","50.1","50.1"
"1795","50.6","50.6","50.6"
"1797","51.8","51.8","51.8"
"1799","52.3","52.3","52.3"
"1801","52.6","52.6","52.6"
"1803","53.4","53.4","53.4"
"1805","53.3","53.3","53.3"
"1807","53.2","53.2","53.2"
"1809","52.8","52.8","52.8"
"1811","52.4","52.4","52.4"
"1813","53","53","53"
"1815","54.5","54.5","54.5"
"1817","55.7","55.7","55.7"
"1819","55.9","55.9","55.9"
"1821","56.7","56.7","56.7"
"1823","57.8","57.8","57.8"
"1825","57.3","57.3","57.3"
"1827","58.3","58.3","58.3"
"1829","57.9","57.9","57.9"
"1831","58","58","58"
"1833","56.9","56.9","56.9"
"1835","57.5","57.5","57.5"
"1837","60.2","60.2","60.2"
"1839","61","61","61"
"1841","61.5","61.5","61.5"
"1843","60.9","60.9","60.9"
"1845","60.7","60.7","60.7"
"1847","64.1","64.1","64.1"
"1849","62.7","62.7","62.7"
"1851","65.7","65.7","65.7"
"1853","65.2","65.2","65.2"
"1855","66.9","66.9","66.9"
"1857","67.3","67.3","67.3"
"1859","67","67","67"
"1861","66.7","66.7","66.7"
"1863","67.9","67.9","67.9"
"1865","67.4","67.4","67.4"
"1867","67.8","67.8","67.8"
"1869","69","69","69"
"1871","68.6","68.6","68.6"
"1873","69.2","69.2","69.2"
"1875","71.1","71.1","71.1"
"1877","70.1","70.1","70.1"
"1879","71.2","71.2","71.2"
"1881","71","71","71"
"1883","72.1","72.1","72.1"
"1885","72","72","72"
"1887","72.1","72.1","72.1"
"1889","74.1","74.1","74.1"
"1891","75.6","75.6","75.6"
"1893","76.4","76.4","76.4"
"1895","77.2","77.2","77.2"
"1897","78.1","78.1","78.1"
"1899","78","78","78"
"1901","78.3","78.3","78.3"
"1903","79.4","79.4","79.4"
"1905","81.7","81.7","81.7"
"1907","82.2","82.2","82.2"
"1909","82.8","82.8","82.8"
"1911","82.9","82.9","82.9"
"1913","83.1","83.1","83.1"
"1915","81.3","81.3","81.3"
"1917","84.2","84.2","84.2"
"1919","85.8","85.8","85.8"
"1921","87.2","87.2","87.2"
"1923","86.3","86.3","86.3"
"1925","89.3","89.3","89.3"
"1927","87.5","87.5","87.5"
"1929","85.5","85.5","85.5"
"1931","87.3","87.3","87.3"
"1933","87","87","87"
"1935","89.8","89.8","89.8"
"1937","90.2","90.2","90.2"
"1939","92.2","92.2","92.2"
"1941","92.3","92.3","92.3"
"1943","92.5","92.5","92.5"
"1945","91.5","91.5","91.5"
"1947","91.9","91.9","91.9"
"1949","92.9","92.9","92.9"
"1951","93.7","93.7","93.7"
"1953","94.5","94.5","94.5"
"1955","92.4","92.4","92.4"
"1957","94","94","94"
"1959","95.5","95.5","95.5"
"1961","96","96","96"
"1963","97.5","97.5","97.5"
"1965","95.9","95.9","95.9"
"1967","97.4","97.4","97.4"
"1969","96","96","96"
"1971","96.2","96.2","96.2"
"1973","95.7","95.7","95.7"
"1975","94.8","94.8","94.8"
"1977","96.6","96.6","96.6"
"1979","97.2","97.2","97.2"
"1981","97.6","97.6","97.6"
"1983","97.1","97.1","97.1"
"1985","97.2","97.2","97.2"
"1987","97","97","97"
"1989","97.7","97.7","97.7"
"1991","97.7","97.7","97.7"
"1993","98","98","98"
"1995","97.9","97.9","97.9"
"1997","98.3","98.3","98.3"
"2000","98.2","98.2","98.2"
"2002","98.3","98.3","98.3"
"2004","98.7","98.7","98.7"
"2006","99.2","99.2","99.2"
"2008","99.2","99.2","99.2"
"2010","99.2","99.2","99.2"
"2012","99.2","99.2","99.2"
"2014","99.2","99.2","99.2"
"2016","99.3","99.3","99.3"
"2018","99.3","99.3","99.3"
"2020","99.4","99.4","99.4"
"2022","99.4","99.4","99.4"
"2024","99.4","99.4","99.4"
"2026","99.4","99.4","99.4"
"2028","99.4","99.4","99.4"
"2030","99.4","99.4","99.4"
"2032","99.6","99.6","99.6"
"2034","99.6","99.6","99.6"
"2036","99.6","99.6","99.6"
"2038","99.6","99.6","99.6"
"2040","99.6","99.6","99.6"
"2042","99.6","99.6","99.6"
"2044","99.6","99.6","99.6"
"2046","99.6","99.6","99.6"
"2048","99.6","99.6","99.6"
"2050","99.6","99.6","99.6"
"2052","99.7","99.7","99.7"
"2054","99.8","99.8","99.8"
"2056","100","100","100"
"2058","100","100","100"
"2060","100","100","100"
"2062","100","100","100"
"2064","100","100","100"
"2066","100","100","100"
"2068","100","100","100"
"2070","100","100","100"
"2072","100","100","100"
"2074","100","100","100"
"2076","100","100","100"
"2078","100","100","100"
"2080","100","100","100"
"2082","100","100","100"
"2084","100","100","100"
"2086","100","100","100"
"2088","100","100","100"
"2090","100","100","100"
"2092","100","100","100"
"2094","100","100","100"
"2096","100","100","100"
"2098","100","100","100"
"2100","100","100","100"
"2102","100","100","100"
"2104","100","100","100"
"2106","100","100","100"
"2108","100","100","100"
"2110","100","100","100"
"2112","100","100","100"
"2114","100","100","100"
"2116","100","100","100"
"2118","100","100","100"
"2120","100","100","100"
"2122","100","100","100"
"2124","100","100","100"
"2126","100","100","100"
"2128","100","100","100"
"2130","100","100","100"
"2132","100","100","100"
"2134","100","100","100"
"2136","100","100","100"
"2138","100","100","100"
"2140","100","100","100"
"2142","100","100","100"
"2144","100","100","100"
"2146","100","100","100"
"2148","100","100","100"
"2150","100","100","100"
"2152","100","100","100"
"2154","100","100","100"
"2156","100","100","100"
"2158","100","100","100"
"2160","100","100","100"
"2162","100","100","100"
"2164","100","100","100"
"2166","100","100","100"
"2168","100","100","100"
"2170","100","100","100"
"2172","100","100","100"
"2174","100","100","100"
"2176","100","100","100"
"2178","100","100","100"
"2180","100","100","100"
"2182","100","100","100"
"2184","100","100","100"
"2186","100","100","100"
"2188","100","100","100"
"2190","100","100","100"
"2192","100","100","100"
"2194","100","100","100"
"2196","100","100","100"
"2198","100","100","100"
"2200","100","100","100"
"2202","100","100","100"
"2204","100","100","100"
"2206","100","100","100"
"2208","100","100","100"
"2210","100","100","100"
"2212","100","100","100"
"2214","100","100","100"
"2216","100","100","100"
